PricePaid,Age,Income,CreditScore,PreviousCarOwned,VehicleType,Brand,Gender,MaritalStatus,Region,PrevCarDoors,NumKids,YearsOwnedPrevCar
54573.359956704655,38.4424469141679,,,1,SUV,Dodge,Female,Married,West,4,0,8
53977.11952487774,,70489.37433219,614.8647177000263,4,Sedan,Dodge,Male,Married,East,4,0,7
64235.92612648495,50.90979027619465,,660.0729089374513,1,SUV,Ford,Male,Married,South,4,1,2
45904.418082890516,,78108.66992701316,804.3194479642452,2,Sedan,Dodge,Female,,East,3,1,2
49156.27826482161,53.01096693465622,,742.7023667991739,2,Sedan,Ford,Female,Married,South,3,1,5
49654.6183303003,29.33636924615181,89078.57309768377,,1,Sedan,Dodge,Male,,North,4,0,8
54276.78836725681,39.33041109684754,,711.2515270347512,4,SUV,Chevy,Male,,East,4,0,6
51529.76473667147,42.775246844762954,,650.217480624027,4,SUV,Chevy,Female,,North,2,1,8
53164.31972861311,37.40322036492471,80904.38121962783,769.6917727524702,1,SUV,Ford,Female,Single,East,3,1,6
45892.317519211676,43.878575434155955,99194.57084909207,586.5126147289166,2,Sedan,Chevy,Female,Single,West,2,1,2
40607.93151392355,48.20576811668947,,713.7648675296733,2,Sedan,Chevy,Female,Single,North,3,2,1
47962.96204991161,50.02809751955141,83503.96447922214,713.0140736545101,4,Sedan,Chevy,Female,Single,East,4,1,1
55123.56466064103,56.85870152221523,,644.368523125072,4,SUV,Ford,Male,,North,4,0,6
47933.49283946828,36.705588952751654,64013.84945460761,686.3424064169782,3,Sedan,Dodge,Male,Married,South,3,1,9
56205.64830704442,26.35966835160686,63679.232445868394,718.7771686332784,3,SUV,Dodge,Female,,South,3,0,1
39056.37193401539,43.58234594014453,77183.54220659615,611.093718309872,1,Sedan,Ford,Male,Single,South,4,3,6
64269.93902527455,58.83811031184803,97725.39576157072,636.0221659994351,1,SUV,Dodge,Female,Single,East,3,2,7
57836.86380087989,35.230241400459406,,692.2446558686355,4,SUV,Chevy,Male,Married,East,2,1,4
49766.54815088053,46.86846977063719,,658.3469814744006,4,SUV,Chevy,Female,Single,East,3,1,7
56520.916408482895,46.95745792472643,,676.8435067975748,3,SUV,Chevy,Male,Married,South,2,0,6
49055.032342285434,41.91442047344609,73181.72923918233,698.9961900754129,1,Sedan,Ford,Female,Single,North,2,1,6
44229.89870899335,,,654.4770184607469,3,SUV,Ford,Male,Married,East,2,3,3
49177.60906782207,30.765707942786072,,698.6711680268559,3,Sedan,Chevy,Male,Single,West,4,0,3
51553.02767112025,17.183379275794227,65681.48452601698,714.8999006623894,3,SUV,Ford,Female,Married,West,4,1,2
50326.80724764934,,86949.45719003498,738.9434092840017,2,Sedan,Ford,Male,Single,South,4,1,9
41600.21004624644,,96623.3361376685,637.7086107596085,1,Sedan,Ford,Male,Married,East,2,2,2
42675.27008370314,50.97422687422707,43280.84456255968,668.579806538488,3,SUV,Chevy,Female,Single,East,2,1,4
36221.18436246257,,77703.54578188971,729.4270986844705,2,Sedan,Ford,Female,Single,West,4,3,8
54088.37186911242,34.80974281081851,73300.36644576295,625.8955245614609,2,SUV,Ford,Male,Married,South,3,1,4
56065.89708050865,31.090145580465695,76610.94533435926,705.3095019232657,1,SUV,Chevy,Female,Single,North,4,2,6
43531.36500137509,46.56805828509481,70248.50286575698,701.4048920160716,3,Sedan,Dodge,Female,Married,North,2,3,7
45093.5085449671,53.58357166430605,,570.6580752847481,4,Sedan,Chevy,Female,Married,East,3,2,4
37011.4994393085,50.634357218674594,98134.4546706693,675.2827141793182,1,Sedan,Chevy,Male,Married,South,4,3,9
48239.37733486864,46.06149699758469,92389.9439749605,716.5390965304583,3,Sedan,Ford,Female,Married,South,2,0,2
52077.084009740385,25.2438725361706,73440.16216654677,689.4074395948996,3,SUV,Dodge,Male,Married,North,3,3,7
42753.921352269645,36.483257571562284,,676.2858572947584,2,Sedan,Ford,Female,Single,West,2,0,6
55979.005446243376,,65858.39056491181,707.8086516585065,3,SUV,Ford,Female,Married,East,2,0,6
52308.34865402183,51.21950491915225,36215.2016277828,749.4447658831654,2,SUV,Dodge,Male,Single,North,4,2,3
47645.54141524952,24.62496781765275,80307.30111903617,726.8794512247516,3,Sedan,Dodge,Female,Single,South,3,3,9
52701.92329766753,39.44409476800729,86704.85385454266,,4,Sedan,Chevy,Male,Married,South,3,0,2
41363.40394624685,43.63098432661039,77068.53174164653,627.050505984897,1,Sedan,Chevy,Male,Single,South,4,1,8
61185.3123641864,32.3784153697378,,725.973352923771,3,SUV,Chevy,Male,Married,North,4,0,5
46873.802469854396,16.907959785911512,77000.75262729877,641.1130740206304,2,SUV,Ford,Male,Single,West,4,3,5
54341.147668486876,40.98824045016432,62201.61028863635,673.5982875023411,2,SUV,Ford,Female,Single,East,2,3,3
65159.455139965154,32.12241742379561,67506.67158944503,710.0472438865572,2,SUV,Dodge,Male,Single,North,2,3,3
45892.25182315638,32.16158260915316,72505.00457651763,,2,SUV,Dodge,Male,Single,West,3,3,7
50788.7220521066,36.45319640069242,,764.2906792036855,2,SUV,Chevy,Male,Single,West,3,3,2
49514.33370152443,38.66324085345188,95682.87559942668,703.0342752839529,2,Sedan,Ford,Female,Single,East,3,2,2
48472.131681311366,39.90917205904314,,,1,Sedan,Dodge,Female,Married,West,4,2,2
55587.90936985945,31.160101010779986,59328.21693651876,639.9679154675514,3,SUV,Chevy,Male,Married,North,4,0,9
54492.17437220708,37.79790470365923,75534.70186145145,797.9315059820519,1,SUV,Ford,Male,,West,2,1,7
56660.29969927316,22.425766295972448,105172.36668883382,685.5057046512637,1,SUV,Chevy,Female,,North,3,3,1
49962.732825585124,43.11039065368078,60632.90347299399,733.8914327623061,1,Sedan,Dodge,Female,Single,South,3,0,7
53864.45161244312,11.437245866588427,88287.6112069922,709.8390091722432,4,Sedan,Ford,Female,Single,North,2,0,8
48280.44286830473,37.105099195663804,95039.40834180909,675.2198908808879,3,Sedan,Chevy,Male,,West,4,1,5
55110.03500518037,49.19186153676954,69599.7771026177,673.1021992271292,1,SUV,Chevy,Male,Single,South,2,2,7
42006.40330509592,29.406593127251735,64489.1313342144,630.8437501143407,2,Sedan,Chevy,Female,,East,4,0,7
53046.82921731308,47.164302036574,83624.3502424988,756.1212656712833,3,SUV,Ford,Female,Married,West,3,3,9
41746.5035758038,51.55732712120892,80298.25159206247,693.973467784783,1,Sedan,Chevy,Male,Single,East,4,3,4
63889.218818652094,6.921000475026119,,771.4786680687669,1,SUV,Dodge,Male,Married,South,2,1,3
41933.694841259654,38.486370964242575,,677.5616249987846,4,Sedan,Ford,Female,Married,North,3,2,1
51638.23852620784,11.24226572371725,,685.0989748170249,3,Sedan,Dodge,Male,,West,3,1,8
63731.124709576776,38.81791554429054,,643.3367985482156,3,SUV,Chevy,Male,Single,West,3,2,4
59531.56771320725,39.92828789018673,,684.4279725331758,2,SUV,Ford,Male,Single,North,4,1,9
51992.098513069206,,78623.35191308071,637.9940491300172,2,SUV,Ford,Male,Married,West,2,2,8
68809.48402229829,59.248383620798656,94007.52955632373,720.1330727923098,3,SUV,Dodge,Male,,East,2,1,3
43272.285753541924,,72048.53406858446,705.3904605895616,2,Sedan,Chevy,Female,Married,South,3,1,6
36170.651536199264,31.509765679179647,68863.98249456922,773.7437981315807,2,Sedan,Ford,Male,Single,West,4,1,2
46945.02163608185,54.65379427498519,54432.09005750115,627.1122092459377,1,SUV,Chevy,Male,Married,East,4,1,8
39183.16147969389,22.043867793576833,83211.19188096195,760.8000948363486,2,Sedan,Chevy,Female,Married,East,2,0,4
46786.29950494309,,125223.10778308462,651.0778073420585,4,Sedan,Ford,Male,,West,3,2,5
46923.708246070324,17.005444763301014,,717.211580236865,1,Sedan,Chevy,Female,,West,4,0,9
64414.68044592953,58.010451965393344,81779.32431782923,642.72807263851,2,SUV,Ford,Male,Married,South,4,0,4
60515.661235802734,43.323463714720035,66782.50720027555,710.1386823477185,1,SUV,Dodge,Female,Single,North,4,2,8
43971.97372086294,46.59401789848495,55780.72620006239,574.4701872450509,2,Sedan,Dodge,Female,,South,4,2,6
48963.83110264205,43.010012339184755,,666.4709225669667,2,Sedan,Ford,Female,Single,South,3,1,5
45592.704968574166,,75422.82425155787,705.3049544228903,2,SUV,Ford,Male,,North,2,0,7
43855.18819440591,,39216.68785401265,787.772330923091,1,Sedan,Chevy,Male,Married,North,3,2,2
49641.35433011616,42.70921342707442,99150.43073610179,593.5992643535574,3,Sedan,Ford,Male,,East,2,1,1
52728.737494737696,,81239.46564505674,699.8861079565617,2,SUV,Dodge,Male,Married,East,3,2,5
50810.86901435854,33.91408194430721,76108.43325155406,674.0627736584241,4,Sedan,Chevy,Male,,North,2,1,5
60643.46410119738,39.53375234785331,68670.34703861538,604.1973679931884,2,SUV,Dodge,Male,Married,North,4,0,4
47286.116784905455,42.73594573261678,,643.7585804512095,3,Sedan,Dodge,Female,Married,East,4,1,9
52869.89263295161,41.10549119552131,81770.93928624052,676.4444686898069,1,Sedan,Dodge,Male,,North,3,2,5
57922.523136555326,25.222278922466828,81019.82060590068,723.3538393471638,2,Sedan,Chevy,Female,Married,South,2,1,2
49484.61438236862,26.550133313915907,,704.3949180845436,4,Sedan,Dodge,Male,Married,West,2,3,2
50371.525835118824,50.82841433916391,94429.06850750018,634.3758026433561,1,Sedan,Dodge,Male,Single,West,3,3,2
59377.54995235008,,105083.89595427594,608.2982427311848,2,SUV,Dodge,Male,Single,North,4,1,9
48413.16369323614,45.847253470359405,62447.367263269174,720.882440711659,1,SUV,Ford,Male,Married,North,3,3,7
52596.279461758655,29.078800902776038,66398.67729349174,690.2366324844126,1,Sedan,Dodge,Female,,West,2,2,9
41372.77867344187,25.268541233534698,80417.73250562458,780.5712276211875,3,Sedan,Chevy,Female,,West,4,3,3
53336.638871829986,31.56403387468287,63313.63711893323,682.3721986919851,1,SUV,Ford,Female,Married,South,4,2,2
46327.92105431239,37.77434929228587,65729.77391441668,757.1615448348153,2,Sedan,Dodge,Male,Married,North,4,3,9
59151.58158791362,,82128.44372259945,727.1919043460857,3,SUV,Ford,Female,,North,3,1,1
48341.1811444331,52.93933523105714,88512.63532469775,741.0803542764293,3,Sedan,Chevy,Female,,West,2,2,3
61034.00412566406,41.79523301537461,94138.91929168295,721.6206237603135,1,SUV,Ford,Male,Married,East,4,3,8
41115.328305814255,58.489386185618585,72110.78379363599,722.7165960362196,1,Sedan,Chevy,Male,,North,4,3,6
56553.497423615874,44.044081540714174,81947.29445306955,585.4071327387886,2,SUV,Dodge,Female,,East,4,2,1
49733.405423485034,15.87449182080189,78641.36603840656,688.1543699277958,4,SUV,Ford,Female,,South,4,2,2
52641.401587959444,,75264.8616776998,666.8190860285011,3,SUV,Ford,Male,Married,East,2,1,9
58644.541047152416,24.904483775300452,,763.5326918271439,3,SUV,Chevy,Female,Married,West,2,1,7
52868.45182724431,42.30533667211339,60851.83366196218,649.9162688910666,3,Sedan,Dodge,Male,,West,2,0,2
51596.277709220114,32.25315942336155,,685.9859792361483,1,SUV,Chevy,Female,,South,2,0,4
61636.28006855032,61.42711034464186,,740.0432861318371,4,SUV,Ford,Female,Married,South,2,0,6
53566.53943171739,54.395979274301354,,715.0482696153681,2,Sedan,Chevy,Male,Single,North,4,0,5
46686.84002043983,32.58179358298242,74523.58015064718,708.3653744628303,2,Sedan,Chevy,Female,Single,East,3,2,1
61176.03623718754,38.72642331878888,96828.60453224625,755.4598360586293,3,Sedan,Dodge,Male,,East,3,3,7
37438.752213019834,42.44598069649217,33077.24342396637,,1,Sedan,Ford,Male,,South,3,1,1
48299.29678680857,48.634140715616105,70675.04590269731,672.7532856547962,4,SUV,Chevy,Male,Married,South,2,1,7
38297.51414454635,40.291519123250126,,635.1865321841237,2,Sedan,Dodge,Female,Single,South,3,3,3
50731.678652166695,29.751051006191332,47647.55350177798,724.3350872271492,2,Sedan,Ford,Female,Single,North,4,1,4
62681.724645711045,32.824413607999475,71800.00625698378,661.4947869121191,1,SUV,Dodge,Female,Married,South,4,1,6
46271.75206454839,39.95518203623209,57908.14133171187,687.9430642964738,2,Sedan,Dodge,Female,Married,West,3,3,8
62467.43315253866,52.34456978764691,59892.328289896715,753.9178595974943,3,SUV,Dodge,Male,Single,South,3,0,8
50047.653812139804,44.27837860536044,68963.7268844697,688.9363180092361,1,SUV,Ford,Female,,East,3,0,2
55599.80410132105,32.265850733849845,58152.78164801745,677.7883019217587,3,Sedan,Ford,Male,Married,North,2,1,2
58853.87587185362,,,686.0192608296104,3,SUV,Dodge,Male,Married,West,2,3,2
53781.73324916595,36.1301516112184,,687.3687265378101,4,SUV,Ford,Male,Married,East,3,3,7
54478.34306577956,48.90408005186841,108407.08590803528,650.4400677741287,1,Sedan,Dodge,Male,Married,East,2,3,2
55719.0192666987,65.27010418328605,86366.14976171784,783.8679065921673,2,Sedan,Dodge,Female,Married,North,4,1,1
56585.900299822286,36.411736290564505,90157.99150557532,672.5340513934548,3,SUV,Chevy,Female,Married,North,2,2,5
44527.90883977894,48.01605159726371,86958.93657628268,739.2193729688613,4,Sedan,Ford,Female,Married,West,2,0,5
48792.6122124315,32.546066679622704,64537.29580981174,649.0770422885171,2,Sedan,Dodge,Female,Single,South,2,3,9
59925.89731472994,38.877362328087024,79662.4834367424,727.4763244340265,2,Sedan,Dodge,Male,Single,East,2,2,9
64042.997326380646,40.29562286872101,91465.41391413502,708.4677852096131,2,SUV,Chevy,Female,Single,North,2,1,9
54733.471407478035,,87425.06201672686,701.2516036304178,2,Sedan,Chevy,Male,,South,2,1,3
56410.684797771384,64.63013688775024,77918.26511052578,708.7468334437367,4,SUV,Dodge,Male,,East,3,3,4
47748.00501546232,36.93406925321618,82800.69741290841,720.797968773219,4,Sedan,Dodge,Female,Married,East,2,0,8
56338.474009995116,45.86851538784868,111943.10947753728,688.6548831369817,2,SUV,Chevy,Male,Single,East,3,3,7
55860.76366474407,20.699131306765675,87591.6482573452,691.1487138783035,1,SUV,Chevy,Female,,South,2,2,1
49498.192422699336,44.3199656336961,70272.60964203527,,4,Sedan,Ford,Male,,South,3,2,4
35883.107243745326,51.42054592352247,,642.9022823467075,2,Sedan,Chevy,Female,,West,4,1,3
51270.22553247925,34.72402657420949,59187.7290511283,635.1850515031679,4,Sedan,Ford,Female,Single,East,3,0,5
56409.46048338099,14.897778589595873,110205.53921919444,708.9473027178245,4,SUV,Chevy,Female,Married,West,2,3,3
46761.62378663319,39.61348231172675,99058.04588165315,599.5112274102485,2,Sedan,Dodge,Female,,East,3,3,4
37881.4580734598,40.171838503855284,76248.19554408171,615.8580197676233,3,Sedan,Ford,Female,Married,West,3,2,6
51302.193481448616,47.24075050744304,107712.30178150165,790.2623331313649,1,SUV,Ford,Male,Married,North,2,2,7
56113.84888532752,60.10903035413434,84486.00067432466,777.469794904274,4,Sedan,Dodge,Male,Single,North,4,2,9
59649.55774990811,36.19946349399693,68537.30373576273,671.4618770194908,2,SUV,Dodge,Male,Married,South,3,1,7
50036.75941449374,31.437118763397194,,749.9589583906869,2,SUV,Chevy,Male,Single,East,3,1,2
50656.371241418645,28.330821986285567,80979.65207694977,751.6899947020875,3,SUV,Ford,Male,,North,3,1,1
48548.952846558575,,87567.85167414599,723.5545587797309,4,Sedan,Dodge,Male,Married,East,2,3,9
52712.54452640331,44.79354258818502,54463.62210515674,696.0537344720335,1,Sedan,Ford,Female,,North,3,0,2
53613.02017848862,34.54344605637416,62845.28764204095,731.3224085551275,1,SUV,Ford,Male,Married,East,2,1,7
39014.979847694594,47.78682745725789,97327.06245184763,739.8994184050181,3,Sedan,Chevy,Male,Single,East,3,3,4
55453.10012418407,44.653840768191756,100397.06237346085,732.1054603633853,1,SUV,Ford,Female,Single,West,2,3,4
54123.74076278798,,,,1,SUV,Chevy,Female,Married,North,2,1,4
33036.01918153825,30.975852792558747,,801.653382543042,2,Sedan,Ford,Male,Single,South,4,2,4
58497.90578371003,35.18135684515277,83660.52447320794,820.1663834489151,3,SUV,Ford,Female,,East,3,1,9
43423.517476043846,15.70244702317455,,604.5402690850981,4,Sedan,Ford,Female,Married,East,4,0,9
58122.18824885145,42.357870641980334,61301.89648164281,725.548338831004,3,SUV,Chevy,Male,,North,4,1,5
55919.705582743256,,66292.02838730543,802.2861134642993,1,Sedan,Chevy,Female,Married,South,2,1,6
49152.71556659704,41.88478991089487,45176.086165356726,750.1140901161288,2,Sedan,Ford,Male,Single,North,4,1,6
57686.26032281262,45.043190155645604,70177.7098144844,750.6466397069165,4,SUV,Dodge,Male,Married,South,2,3,2
40441.06317049709,43.85821486432223,44122.10866750128,628.0740923727656,1,Sedan,Dodge,Female,,South,3,1,9
74779.34302451253,38.896168193539644,91214.49256295542,739.5547375983847,2,SUV,Dodge,Female,Single,East,4,2,5
52617.88717089807,40.486680431627526,80825.98302825679,711.9598348999976,1,Sedan,Dodge,Female,,North,4,0,2
58310.244335016854,25.956835833038305,44607.46130405865,738.9925872523131,1,SUV,Dodge,Female,Single,North,3,1,4
54059.0522749492,34.16279354310574,72152.04461754777,648.2236624372222,3,SUV,Ford,Female,Single,West,3,1,8
62441.88110350309,40.504710536834615,104514.8343352275,,1,SUV,Dodge,Female,Married,South,2,3,8
49447.1400266892,32.641464240876395,73115.00773746385,692.8720656281264,4,Sedan,Dodge,Female,,South,2,1,2
48754.94694520545,48.60150795872546,60024.43584543011,681.0406697531807,1,SUV,Ford,Female,,West,3,3,3
43930.01468089005,33.4136791904497,48217.46596042139,692.1281395524936,3,Sedan,Dodge,Female,,North,4,2,1
50223.23233421461,42.16305411248317,48665.30081334167,676.023430198022,2,SUV,Chevy,Female,Single,East,4,3,5
56569.243899705296,,,689.9491504994426,1,SUV,Dodge,Male,Married,South,4,2,5
54618.86423916058,,68491.91066512883,666.6951043016763,1,SUV,Dodge,Male,Married,East,4,2,4
44971.260072416626,49.00791174028302,,697.5862094285934,3,Sedan,Ford,Male,Single,South,4,2,9
51156.93065669354,46.9403261096794,68553.80004834046,628.8218369481885,2,SUV,Chevy,Male,Single,South,3,2,3
54323.71031954502,18.939937986168665,72896.40075802885,725.7052650414347,1,Sedan,Ford,Male,Single,East,3,0,8
40664.95002643825,51.941481480131266,56592.55501945428,713.0271783228942,1,SUV,Chevy,Male,Single,South,4,1,4
50169.86334440335,55.27308224194598,79741.57490534068,636.9085797128487,4,Sedan,Ford,Female,,East,2,1,7
50922.72532593629,35.17875715678531,53659.406343649585,766.317936454159,3,Sedan,Ford,Female,Single,East,4,1,3
43293.58385250441,42.3664691267285,,658.657513457994,2,SUV,Chevy,Female,Married,East,4,2,6
57491.75475118056,31.09168319869218,90162.41546497686,759.447558754231,1,SUV,Chevy,Female,Single,North,2,0,1
44536.527563444826,,80643.07499587783,716.4712196918001,3,Sedan,Chevy,Female,Single,West,3,1,7
49490.93816185403,32.61284734457614,85285.22769302074,,3,SUV,Chevy,Male,,North,4,1,3
57774.49062607311,34.5986096053639,,708.8094659321102,3,SUV,Dodge,Female,Single,South,3,0,4
45424.4775860018,36.45149268648184,74105.18984543254,728.3418914393845,2,Sedan,Dodge,Female,,West,4,1,4
69238.34094999684,30.41085909994012,,749.4801993746732,3,SUV,Dodge,Male,Single,East,2,2,6
52689.10029347745,32.665748331827615,71035.1856622449,795.3594880757827,1,Sedan,Chevy,Male,,East,4,0,9
66267.27959556443,39.889936783715925,68348.78778911779,753.7312670840925,1,SUV,Dodge,Female,Married,East,4,2,5
64040.70279310301,32.29773016889858,59841.1375890932,722.4114356988756,2,SUV,Dodge,Female,Married,North,3,0,9
51493.61311955556,45.43524332550028,,632.5743615128217,1,SUV,Dodge,Male,Single,East,3,3,6
54448.94910829261,46.81660651397439,,579.2082847153105,2,SUV,Dodge,Female,Single,North,4,2,1
49432.6177325236,63.803877461644895,81161.55508789344,693.4794708797334,1,Sedan,Chevy,Male,Single,North,4,0,6
47771.4251908982,,75965.45740300618,664.2759247528654,3,SUV,Ford,Male,,East,2,2,7
47776.52448468005,42.43103058328414,88892.56207229973,666.1138063294069,1,Sedan,Chevy,Male,Single,West,4,3,4
52342.501911463965,33.797357033323216,75441.5503611358,,3,SUV,Ford,Male,,North,2,3,1
43674.737042241395,,68860.47167649058,733.1396956170163,2,Sedan,Chevy,Female,Married,North,3,1,2
56043.42177135531,43.26595959916356,61095.177270382235,668.9552101649815,4,SUV,Chevy,Female,Married,South,2,2,7
49293.04590760982,34.866869109943394,51765.37182633107,744.7596083773257,3,Sedan,Dodge,Female,Married,North,4,3,7
51919.285324949655,,96906.22766904728,701.6746693570162,3,Sedan,Dodge,Female,,South,3,0,7
58285.67943315781,26.01901985318125,64514.18061769004,701.8806177283784,4,SUV,Chevy,Female,,East,2,3,2
55957.064553321536,37.55600164462489,,793.7498222967876,4,SUV,Dodge,Female,Single,South,3,2,4
56131.480316934976,45.55858459317407,68736.92657509541,708.9054812352056,1,SUV,Ford,Female,Married,South,2,3,6
57993.78094291412,37.12415852407903,70824.16820199306,697.2928916436443,2,SUV,Ford,Male,Married,North,4,1,9
59410.01032342527,37.93245596570729,99577.6865385416,,1,SUV,Dodge,Female,Single,North,4,3,5
63915.194658434055,38.622141388077196,,789.8572400919096,2,SUV,Dodge,Male,Single,South,2,1,9
43147.763732012085,31.643987593122546,114500.75348102464,697.6628132918067,4,Sedan,Chevy,Male,Married,South,3,1,4
59655.43893253223,51.73900931574208,75955.45806979774,721.9879014758976,3,SUV,Chevy,Female,,South,2,2,8
52454.58782484107,29.81962328077185,,694.5856880835372,2,SUV,Chevy,Male,,West,4,3,4
49124.23823786033,43.18159327409885,88408.93922146082,694.8479709154723,2,Sedan,Dodge,Female,Married,North,3,1,5
66796.50979012412,44.13647898282373,80415.56129767143,675.4953765586264,2,SUV,Dodge,Male,Single,East,2,0,7
53784.969858920755,30.51378098791033,98667.72199856231,671.9958055889156,4,SUV,Chevy,Female,Married,North,3,1,6
46141.13601714617,,,784.8028876789351,4,Sedan,Dodge,Female,Single,South,3,0,4
37115.03973536111,,84520.18626279134,672.3083488350748,1,Sedan,Ford,Female,Single,North,4,2,7
46976.79353300293,53.91042475055946,,622.9679515444727,3,Sedan,Ford,Male,Married,West,3,1,7
47475.67095252942,28.61217063023787,67524.10932069566,706.2703391470636,3,SUV,Ford,Female,Single,East,4,2,3
62799.41768245364,33.461029057680356,60076.29486057402,750.8908643237206,1,SUV,Chevy,Female,,East,2,2,2
36318.52297167079,27.757749916444194,64856.53887282069,762.1258061903667,2,Sedan,Chevy,Male,Married,South,4,0,8
55416.22637723161,26.42301273132448,101284.09785125332,640.2767375328043,4,Sedan,Ford,Female,,South,3,1,8
49843.98366871965,55.91215290882293,96761.40031629143,755.637815053871,3,Sedan,Ford,Female,Married,North,4,1,3
56287.48043672574,45.427746739125624,67121.07150779421,802.9469422649137,3,SUV,Ford,Male,Married,North,3,1,7
51559.273198267096,41.40293425700544,39680.23068609201,665.7922781851321,3,SUV,Dodge,Female,Single,North,2,3,9
46012.847356545535,,71912.32445431917,691.296716967663,2,Sedan,Ford,Female,Married,North,4,2,9
42560.37455966158,49.07611811046768,59801.03537113092,638.4222267336365,1,Sedan,Ford,Female,Married,North,3,1,4
49275.57931898949,31.75777560632547,67590.9604276582,,1,Sedan,Chevy,Female,Married,West,3,2,6
51997.1382148744,47.93639294330103,59183.86428381123,625.3806771591538,3,SUV,Chevy,Male,Married,West,3,2,5
59437.41347099001,31.274887233943637,50856.928845314644,680.010588957458,2,SUV,Dodge,Female,Single,North,2,0,9
46291.43408345933,33.55492298124328,103248.06552496352,739.2344296016125,4,Sedan,Ford,Male,Single,North,3,2,5
54505.7565849184,,64744.97694084873,665.7993504719434,3,SUV,Chevy,Male,Single,South,3,0,9
61168.89445758749,48.63827344155767,96190.0170488875,650.544195411922,1,SUV,Dodge,Male,,West,4,3,7
41564.86081280628,45.97472933896761,71679.43635229714,697.3879570429845,2,Sedan,Dodge,Male,Single,East,2,1,5
54136.613777588194,29.503258842432054,,819.5078071365743,1,SUV,Dodge,Male,Single,South,4,3,2
50723.92246770957,35.53273134277171,82636.02584893504,687.1999706351245,3,Sedan,Chevy,Female,Single,West,2,0,9
56560.66987422133,,69134.14714600606,689.6463984490507,4,SUV,Ford,Female,Single,South,3,0,7
51153.872287885955,31.507190380899083,71893.48341505129,644.2220314072108,1,SUV,Ford,Female,,South,2,3,3
54964.6499079609,53.70962760129293,,719.254774862433,2,SUV,Ford,Male,Married,West,2,2,8
53109.01667501516,15.980530560494543,,744.186170141077,4,Sedan,Dodge,Male,Married,West,3,1,9
50763.19295401682,32.21260484630847,50682.954688194615,669.6847943372082,2,SUV,Chevy,Male,Married,West,2,0,3
51067.303560213695,34.90433497130168,74230.95577898494,726.7865804663383,2,SUV,Chevy,Female,,East,4,2,9
55326.57478789556,,89458.76553950753,670.0735979228201,1,SUV,Ford,Female,Single,East,3,3,1
52362.027795224894,26.03770869763809,61476.13111632367,605.3139285833845,2,SUV,Dodge,Male,Married,West,2,1,5
46229.571810155896,46.252895125420686,77309.43399398452,722.8682316092542,1,Sedan,Ford,Male,Married,West,4,3,8
47245.316567775655,,97582.60722823796,,2,SUV,Ford,Male,Married,East,3,3,7
52315.23449866832,55.731360220429025,73653.52669089228,640.2051821475436,1,Sedan,Dodge,Male,Married,East,4,3,4
59171.50880513079,55.45226445884819,76291.41557693788,708.9689917685893,1,SUV,Ford,Male,Married,West,4,0,1
51172.72235157281,44.330463786039466,75828.18530400579,765.4877574801427,4,Sedan,Dodge,Female,Married,North,3,3,1
57287.95245548698,43.13238249000712,64764.8336116041,694.9007087299498,1,SUV,Chevy,Male,Single,East,4,3,7
63910.506350166324,40.65931108578901,60099.68222349936,628.6582952751747,2,SUV,Dodge,Male,Married,South,2,3,6
57132.91496758919,13.4491798212051,60161.06446018389,702.2479098240074,1,SUV,Chevy,Male,Single,South,3,3,5
38338.263620381666,26.054404866739247,80522.7479551091,774.5179990764492,4,Sedan,Ford,Female,Single,East,3,1,7
40238.89757536167,41.00675503098934,86368.08542899117,,2,Sedan,Ford,Female,Single,West,4,1,6
43595.534711955006,46.160257087476715,,711.6121427524064,4,Sedan,Ford,Male,,East,4,0,3
60009.113300207515,42.896698121381405,69321.85719366807,647.3236164893268,3,SUV,Dodge,Female,Married,East,4,0,2
54628.7849399537,31.075350322843423,91399.6281139597,695.0263513106057,2,Sedan,Dodge,Female,Married,West,4,1,1
51719.01820294225,49.37406282469496,79610.4572926564,719.3345769721967,3,SUV,Chevy,Male,Single,East,4,2,9
46665.799958759046,54.824440287546366,76061.13332686528,706.2926401843561,2,Sedan,Ford,Male,Single,East,3,1,9
49282.55296408148,49.3798960029134,24909.650060946224,678.4251309876732,3,SUV,Dodge,Male,Single,East,4,3,2
42872.78843654173,49.89599329590471,,722.1496353058095,1,Sedan,Ford,Female,Married,North,2,1,7
46854.54521945798,34.40774202044789,52183.531466440865,733.4748778527501,3,SUV,Ford,Female,,North,3,1,8
41560.04302535847,50.759341227007994,84406.10260596164,736.7799497658411,4,Sedan,Ford,Female,Married,West,4,2,2
47591.19833473436,41.45758639327657,76425.4999789505,685.3535682460491,4,SUV,Ford,Female,,East,2,2,2
49391.645102146795,45.11555528522005,58920.204204223366,668.9495473305561,3,SUV,Chevy,Female,Single,East,3,0,3
61718.71274007292,43.654318428247095,,798.1559505824225,1,SUV,Chevy,Female,,West,4,2,7
54755.391167729955,38.785128945595886,53647.61450690479,706.8812080599595,3,SUV,Dodge,Male,Single,South,3,0,8
62838.77836418338,31.399975248776983,59343.55352598624,687.1256343698901,2,Sedan,Dodge,Female,Married,North,4,0,7
62476.89221413928,39.178633364459536,,626.1458982174784,2,SUV,Dodge,Male,,East,3,0,3
54479.08478694031,49.86761617482823,,653.3759711540332,3,SUV,Chevy,Female,,South,2,2,8
